ClassName,Category,ElementName,LocatorName,ExpectedText
Page_WeightManagementCourse,courselesson7data,Lesson-7 Course Overview Header,courseoverviewheader,Course Overview
Page_WeightManagementCourse,courselesson7data,Lesson-7 LinkText,seventhlessontext,Healthy Eating In and Out
Page_WeightManagementCourse,courselesson7data,Lesson-7 Overview Text,weightcourse_overviewheader,Overview
Page_WeightManagementCourse,courselesson7data,Lesson-7 Page-1 text,weightcourse_pagesheader,no_element
Page_WeightManagementCourse,courselesson7data,Lesson-7 Page-2 text,weightcourse_pagesheader,EATING OUT
Page_WeightManagementCourse,courselesson7data,Lesson-7 Page-3 text,weightcourse_pagesheader,EATING OUT
Page_WeightManagementCourse,courselesson7data,Lesson-7 Page-4 text,weightcourse_pagesheader,PORTION DISTORTION
Page_WeightManagementCourse,courselesson7data,Lesson-7 Page-5 text,weightcourse_pagesheader,MAKING YOUR HEALTH A PRIORITY

Page_WeightManagementCourse,courselesson8data,Lesson-8 Course Overview Header,courseoverviewheader,Course Overview
Page_WeightManagementCourse,courselesson8data,Lesson-8 LinkText,eighthlessontext,Overcoming Obstacles
Page_WeightManagementCourse,courselesson8data,Lesson-8 Overview Text,weightcourse_overviewheader,Overview
Page_WeightManagementCourse,courselesson8data,Lesson-8 Page-1 text,weightcourse_pagesheader,no_element
Page_WeightManagementCourse,courselesson8data,Lesson-8 Page-2 text,weightcourse_pagesheader,SATISFY YOUR SWEET TOOTH
Page_WeightManagementCourse,courselesson8data,Lesson-8 Page-3 text,weightcourse_pagesheader,LIMIT YOUR ALCOHOL
Page_WeightManagementCourse,courselesson8data,Lesson-8 Page-4 text,weightcourse_pagesheader,WHAT IS METABOLISM?
Page_WeightManagementCourse,courselesson8data,Lesson-8 Page-5 text,weightcourse_pagesheader,OVERCOMING OBSTACLES

Page_WeightManagementCourse,courselesson9data,Lesson-9 Course Overview Header,courseoverviewheader,Course Overview
Page_WeightManagementCourse,courselesson9data,Lesson-9 LinkText,ninthlessontext,You are What You Eat & Drink
Page_WeightManagementCourse,courselesson9data,Lesson-9 Overview Text,weightcourse_overviewheader,Overview
Page_WeightManagementCourse,courselesson9data,Lesson-9 Page-1 text,weightcourse_pagesheader,no_element
Page_WeightManagementCourse,courselesson9data,Lesson-9 Page-2 text,weightcourse_pagesheader,EAT BREAKFAST
Page_WeightManagementCourse,courselesson9data,Lesson-9 Page-3 text,weightcourse_pagesheader,LIMIT "EXTRAS"
Page_WeightManagementCourse,courselesson9data,Lesson-9 Page-4 text,weightcourse_pagesheader,DON'T DRINK YOUR CALORIES
Page_WeightManagementCourse,courselesson9data,Lesson-9 Page-5 text,weightcourse_pagesheader,WONDERFUL WATER
Page_WeightManagementCourse,courselesson9data,Lesson-9 Page-6 text,weightcourse_pagesheader,RECRUITING SUPPORT

Page_WeightManagementCourse,courselesson10data,Lesson-10 Course Overview Header,courseoverviewheader,Course Overview
Page_WeightManagementCourse,courselesson10data,Lesson-10 LinkText,tenthlessontext,Emotional Eating
Page_WeightManagementCourse,courselesson10data,Lesson-10 Overview Text,weightcourse_overviewheader,Overview
Page_WeightManagementCourse,courselesson10data,Lesson-10 Page-1 text,weightcourse_pagesheader,no_element
Page_WeightManagementCourse,courselesson10data,Lesson-10 Page-2 text,weightcourse_pagesheader,ARE YOU AN EMOTIONAL EATER?
Page_WeightManagementCourse,courselesson10data,Lesson-10 Page-3 text,weightcourse_pagesheader,STRESS EATING
Page_WeightManagementCourse,courselesson10data,Lesson-10 Page-4 text,weightcourse_pagesheader,THINK POSITIVELY

Page_WeightManagementCourse,courselesson11data,Lesson-11 Course Overview Header,courseoverviewheader,Course Overview
Page_WeightManagementCourse,courselesson11data,Lesson-11 LinkText,eleventhlessontext,Preventing Relapse
Page_WeightManagementCourse,courselesson11data,Lesson-11 Overview Text,weightcourse_overviewheader,Overview
Page_WeightManagementCourse,courselesson11data,Lesson-11 Page-1 text,weightcourse_pagesheader,no_element
Page_WeightManagementCourse,courselesson11data,Lesson-11 Page-2 text,weightcourse_pagesheader,LAPSE VS. RELAPSE
Page_WeightManagementCourse,courselesson11data,Lesson-11 Page-3 text,weightcourse_pagesheader,YOUR COPING PLAN
Page_WeightManagementCourse,courselesson11data,Lesson-11 Page-4 text,weightcourse_pagesheader,GETTING BACK ON TRACK

Page_WeightManagementCourse,courselesson12data,Lesson-12 Course Overview Header,courseoverviewheader,Course Overview
Page_WeightManagementCourse,courselesson12data,Lesson-12 LinkText,twelvethlessontext,Celebrating Success
Page_WeightManagementCourse,courselesson12data,Lesson-12 Overview Text,weightcourse_overviewheader,Overview
Page_WeightManagementCourse,courselesson12data,Lesson-12 Page-1 text,weightcourse_pagesheader,no_element
Page_WeightManagementCourse,courselesson12data,Lesson-12 Page-2 text,weightcourse_pagesheader,PARTING TIPS FOR SUCCESS
Page_WeightManagementCourse,courselesson12data,Lesson-12 Page-3 text,weightcourse_pagesheader,no_element
Page_WeightManagementCourse,courselesson12data,Lesson-12 Page-4 text,weightcourse_pagesheader,BEING A ROLE MODEL
Page_WeightManagementCourse,courselesson12data,Lesson-12 Page-5 text,weightcourse_pagesheader,YOU ARE A SUCCESS STORY!

